,Unnamed: 0,built,water,tree,grass,flooded_veg,crop,shrub,bare,year,bridgeId,totalPixels,Latitude,S.No,Longitude,start_year,end_year
260,99,1745,2571,29303,2106,1398,10700,30182,2290,2021,44,80295,29.33431355,8475,81.98157663,2021,2022
261,100,2752,0,24618,677,0,8260,38501,5533,2021,45,80341,29.38827771,8476,81.34136861,2021,2022
262,101,5618,0,53381,0,1,1857,18267,0,2021,46,79124,27.79720808,8477,85.17941055,2021,2022
263,102,947,738,50345,63,42,2495,23359,2120,2021,47,80109,29.09495949,8478,80.6649946,2021,2022
264,103,444,210,54418,448,0,3074,21678,49,2021,48,80321,29.36268046,8479,80.92480647,2021,2022
265,104,365,249,27598,12195,0,5047,30782,3943,2021,49,80179,29.19115059,8480,82.06174597,2021,2022
266,0,0,0,770,23,0,0,0,0,2015,52,793,29.0061011,8483,81.55583539,2021,2022
267,1,32,0,59017,817,0,1953,18224,0,2016,52,80043,29.0061011,8483,81.55583539,2021,2022
268,2,62,0,57631,199,0,1251,20878,22,2017,52,80043,29.0061011,8483,81.55583539,2021,2022
269,3,6,0,59267,331,0,1346,19093,0,2018,52,80043,29.0061011,8483,81.55583539,2021,2022
270,4,16,0,59279,248,0,763,19737,0,2019,52,80043,29.0061011,8483,81.55583539,2021,2022
271,5,60,0,60053,641,0,1064,17548,677,2020,52,80043,29.0061011,8483,81.55583539,2021,2022
272,6,48,0,59896,258,0,1500,17640,701,2021,52,80043,29.0061011,8483,81.55583539,2021,2022
273,0,429,0,28816,378,0,199,1014,0,2015,55,30836,28.76587749,8486,81.69452301,2021,2022
274,1,111,0,61954,31,0,493,17253,0,2016,55,79842,28.76587749,8486,81.69452301,2021,2022
275,2,259,0,65710,48,0,385,13440,0,2017,55,79842,28.76587749,8486,81.69452301,2021,2022
276,3,424,0,67131,45,0,342,11900,0,2018,55,79842,28.76587749,8486,81.69452301,2021,2022
277,4,497,0,68792,32,0,142,10379,0,2019,55,79842,28.76587749,8486,81.69452301,2021,2022
278,5,833,0,71596,46,0,109,7258,0,2020,55,79842,28.76587749,8486,81.69452301,2021,2022
279,6,750,0,68801,27,0,538,9726,0,2021,55,79842,28.76587749,8486,81.69452301,2021,2022
280,0,267,0,47256,38,0,5558,26088,1323,2015,57,80530,29.63516342,8488,82.03426418,2021,2022
281,1,502,0,15608,2335,0,6661,45124,1049,2015,58,71279,29.29731781,8489,81.77470697,2021,2022
282,2,1808,17,12634,270,0,281,2698,0,2015,59,17708,28.43310642,8491,82.18830607,2021,2022
283,3,1223,0,7861,3721,0,2477,6110,151,2015,60,21543,29.10209617,8492,81.78451234,2021,2022
284,4,451,9,29307,70,0,1575,7956,0,2015,61,39368,28.47690535,8493,82.33390362,2021,2022
285,5,442,45,56482,302,0,1857,3508,0,2015,62,62636,28.56316572,8494,82.19040767,2021,2022
286,6,611,150,70161,218,0,380,8145,0,2015,63,79665,28.53742552,8495,82.32043789,2021,2022
287,7,157,0,29625,158,0,50,481,0,2015,64,30471,28.4954865,8496,82.1508874,2021,2022
288,8,65,177,67993,5538,0,1949,3982,0,2015,65,79704,28.59394086,8497,82.29118112,2021,2022
289,9,1258,649,76265,766,0,390,154,17,2015,66,79499,28.29715563,8498,82.02757741,2021,2022
290,10,42,87,75597,397,0,748,1036,1638,2015,67,79545,28.36039218,8499,81.84661675,2021,2022
291,11,4182,0,60320,2795,78,4137,6996,1167,2015,68,79678,28.52765285,8500,81.97148351,2021,2022
292,12,2109,125,54580,8250,0,4644,10099,0,2015,69,79807,28.69924386,8501,82.44427857,2021,2022
293,13,4908,987,18399,1122,13,5058,1366,603,2015,70,32456,28.28270839,8502,82.2350942,2021,2022
294,14,4363,2332,45584,9064,0,4036,12936,1453,2015,71,79768,28.65493068,8503,82.54734907,2021,2022
295,15,0,1237,44290,1972,0,162,6312,0,2015,72,53973,28.74779829,8504,82.42759305,2021,2022
296,16,28,160,71400,1219,0,554,6404,0,2015,73,79765,28.64667388,8505,82.27827949,2021,2022
297,17,0,841,66278,28,0,311,12366,0,2015,74,79824,28.7427801,8506,82.33413209,2021,2022
298,18,258,296,63814,8709,0,1071,5579,0,2015,75,79727,28.5928957,8507,82.30676418,2021,2022
299,19,1814,700,66789,516,0,1321,8396,0,2015,76,79536,28.59293476,8508,82.44021013,2021,2022
300,20,48,1151,68814,3020,0,1068,5674,0,2015,77,79775,28.67594476,8509,82.37699587,2021,2022
301,21,206,0,46109,756,0,1778,31410,271,2016,57,80530,29.63516342,8488,82.03426418,2021,2022
302,22,87,246,21125,2729,0,1883,51959,2234,2016,58,80263,29.29731781,8489,81.77470697,2021,2022
303,23,4185,41,58365,1,0,2874,14065,66,2016,59,79597,28.43310642,8491,82.18830607,2021,2022
304,24,1296,187,43858,6159,0,4284,20446,321,2016,60,76556,29.10209617,8492,81.78451234,2021,2022
305,25,1089,0,57424,50,0,6238,14831,1,2016,61,79633,28.47690535,8493,82.33390362,2021,2022
306,26,571,0,71895,0,0,2750,4489,0,2016,62,79705,28.56316572,8494,82.19040767,2021,2022
307,27,477,0,66911,276,0,2074,9927,0,2016,63,79665,28.53742552,8495,82.32043789,2021,2022
308,28,679,0,71327,0,0,541,7106,0,2016,64,79653,28.4954865,8496,82.1508874,2021,2022
309,29,51,4,60750,7,0,7770,11122,0,2016,65,79704,28.59394086,8497,82.29118112,2021,2022
310,30,1678,524,67589,24,0,5300,4364,20,2016,66,79499,28.29715563,8498,82.02757741,2021,2022
311,31,0,36,71239,56,0,3668,4010,536,2016,67,79545,28.36039218,8499,81.84661675,2021,2022
312,32,3515,0,47668,320,43,6538,20961,633,2016,68,79678,28.52765285,8500,81.97148351,2021,2022
313,33,3766,0,42298,328,0,8394,25018,3,2016,69,79807,28.69924386,8501,82.44427857,2021,2022
314,34,4601,1251,58649,534,2,6957,6376,1119,2016,70,79489,28.28270839,8502,82.2350942,2021,2022
315,35,6657,1977,37704,472,34,13165,18004,1755,2016,71,79768,28.65493068,8503,82.54734907,2021,2022
316,36,0,0,60157,514,0,2053,17006,118,2016,72,79848,28.74779829,8504,82.42759305,2021,2022
317,37,64,0,65801,30,0,2752,11118,0,2016,73,79765,28.64667388,8505,82.27827949,2021,2022
318,38,0,4,63954,62,0,6181,9623,0,2016,74,79824,28.7427801,8506,82.33413209,2021,2022
319,39,395,0,53353,73,0,4989,20897,20,2016,75,79727,28.5928957,8507,82.30676418,2021,2022
320,40,3020,0,59577,84,0,3305,13680,42,2016,76,79708,28.59293476,8508,82.44021013,2021,2022
321,41,193,0,62421,186,0,2725,14250,0,2016,77,79775,28.67594476,8509,82.37699587,2021,2022
322,42,94,0,46338,129,0,1482,31847,640,2017,57,80530,29.63516342,8488,82.03426418,2021,2022
323,43,135,235,19395,76,0,2952,55390,2080,2017,58,80263,29.29731781,8489,81.77470697,2021,2022
324,44,4393,27,58552,0,0,1857,14768,0,2017,59,79597,28.43310642,8491,82.18830607,2021,2022
325,45,1489,77,44365,637,0,3633,29540,365,2017,60,80106,29.10209617,8492,81.78451234,2021,2022
326,46,918,0,57020,0,0,4363,17332,0,2017,61,79633,28.47690535,8493,82.33390362,2021,2022
327,47,655,0,71131,25,0,2222,5672,0,2017,62,79705,28.56316572,8494,82.19040767,2021,2022
328,48,526,0,67667,15,0,1030,10427,0,2017,63,79665,28.53742552,8495,82.32043789,2021,2022
329,49,699,0,69484,0,0,304,9166,0,2017,64,79653,28.4954865,8496,82.1508874,2021,2022
330,50,74,0,61945,4,0,6861,10820,0,2017,65,79704,28.59394086,8497,82.29118112,2021,2022
331,51,1887,489,67550,9,0,4447,5083,34,2017,66,79499,28.29715563,8498,82.02757741,2021,2022
332,52,2,20,73580,20,0,2078,2843,1002,2017,67,79545,28.36039218,8499,81.84661675,2021,2022
333,53,2962,14,47919,11,1,5516,22177,1078,2017,68,79678,28.52765285,8500,81.97148351,2021,2022
334,54,5351,0,41476,149,0,6300,26509,22,2017,69,79807,28.69924386,8501,82.44427857,2021,2022
335,55,5979,882,57786,102,1,5756,7957,1026,2017,70,79489,28.28270839,8502,82.2350942,2021,2022
336,56,8334,2099,36763,1035,0,11989,18006,1542,2017,71,79768,28.65493068,8503,82.54734907,2021,2022
337,57,0,837,58110,3,0,2338,18412,148,2017,72,79848,28.74779829,8504,82.42759305,2021,2022
338,58,146,0,65436,0,0,2042,12102,39,2017,73,79765,28.64667388,8505,82.27827949,2021,2022
339,59,0,77,62513,0,0,4118,13116,0,2017,74,79824,28.7427801,8506,82.33413209,2021,2022
340,60,434,0,54204,15,0,3632,21442,0,2017,75,79727,28.5928957,8507,82.30676418,2021,2022
341,61,3331,42,62327,12,0,2619,11377,0,2017,76,79708,28.59293476,8508,82.44021013,2021,2022
342,62,169,0,61205,0,0,2751,15650,0,2017,77,79775,28.67594476,8509,82.37699587,2021,2022
343,63,124,0,43771,51,0,487,35384,713,2018,57,80530,29.63516342,8488,82.03426418,2021,2022
344,64,175,30,19378,6,0,4182,53559,2933,2018,58,80263,29.29731781,8489,81.77470697,2021,2022
345,65,4722,18,58931,0,0,2385,13541,0,2018,59,79597,28.43310642,8491,82.18830607,2021,2022
346,66,1662,18,44816,270,0,5494,27658,188,2018,60,80106,29.10209617,8492,81.78451234,2021,2022
347,67,861,0,56134,0,0,3400,19194,44,2018,61,79633,28.47690535,8493,82.33390362,2021,2022
348,68,856,0,71157,0,0,2627,5065,0,2018,62,79705,28.56316572,8494,82.19040767,2021,2022
349,69,919,0,66538,0,0,1013,11195,0,2018,63,79665,28.53742552,8495,82.32043789,2021,2022
350,70,686,0,70295,0,0,79,8593,0,2018,64,79653,28.4954865,8496,82.1508874,2021,2022
351,71,173,0,61495,0,0,6198,11838,0,2018,65,79704,28.59394086,8497,82.29118112,2021,2022
352,72,2103,535,68483,0,0,3428,4907,43,2018,66,79499,28.29715563,8498,82.02757741,2021,2022
353,73,5,27,73867,2,0,2431,2081,1132,2018,67,79545,28.36039218,8499,81.84661675,2021,2022
354,74,2960,10,50366,9,0,7209,18442,682,2018,68,79678,28.52765285,8500,81.97148351,2021,2022
355,75,5811,0,40789,1,0,6107,26958,141,2018,69,79807,28.69924386,8501,82.44427857,2021,2022
356,76,7032,934,55888,20,0,7420,7409,786,2018,70,79489,28.28270839,8502,82.2350942,2021,2022
357,77,8636,1954,34297,328,0,12519,20291,1743,2018,71,79768,28.65493068,8503,82.54734907,2021,2022
358,78,0,0,59051,46,0,2184,18435,132,2018,72,79848,28.74779829,8504,82.42759305,2021,2022
359,79,360,0,63372,16,0,1474,14427,116,2018,73,79765,28.64667388,8505,82.27827949,2021,2022
360,80,0,0,64592,0,0,4270,10962,0,2018,74,79824,28.7427801,8506,82.33413209,2021,2022
361,81,353,0,52858,0,0,3577,22939,0,2018,75,79727,28.5928957,8507,82.30676418,2021,2022
362,82,2564,0,60927,0,0,2667,13550,0,2018,76,79708,28.59293476,8508,82.44021013,2021,2022
363,83,311,0,60897,0,0,2465,16102,0,2018,77,79775,28.67594476,8509,82.37699587,2021,2022
364,84,91,0,44531,71,0,416,34832,589,2019,57,80530,29.63516342,8488,82.03426418,2021,2022
365,85,160,466,19977,848,0,1395,56818,599,2019,58,80263,29.29731781,8489,81.77470697,2021,2022
366,86,4405,9,60346,0,0,2344,12493,0,2019,59,79597,28.43310642,8491,82.18830607,2021,2022
367,87,2023,341,45881,1259,11,2191,28269,131,2019,60,80106,29.10209617,8492,81.78451234,2021,2022
368,88,1416,0,57497,0,0,3116,17531,73,2019,61,79633,28.47690535,8493,82.33390362,2021,2022
369,89,1033,0,71624,3,0,2692,4353,0,2019,62,79705,28.56316572,8494,82.19040767,2021,2022
370,90,961,0,68211,0,0,388,10105,0,2019,63,79665,28.53742552,8495,82.32043789,2021,2022
371,91,867,0,71168,0,0,149,7469,0,2019,64,79653,28.4954865,8496,82.1508874,2021,2022
372,92,181,0,65461,0,0,5609,8453,0,2019,65,79704,28.59394086,8497,82.29118112,2021,2022
373,93,1792,589,69803,40,0,2901,4348,26,2019,66,79499,28.29715563,8498,82.02757741,2021,2022
374,94,2,49,74715,0,0,1580,2238,961,2019,67,79545,28.36039218,8499,81.84661675,2021,2022
375,95,3712,0,55926,10,0,6297,13376,357,2019,68,79678,28.52765285,8500,81.97148351,2021,2022
376,96,10646,0,43827,67,0,4143,21056,68,2019,69,79807,28.69924386,8501,82.44427857,2021,2022
377,97,7106,1059,55883,45,0,8273,6531,592,2019,70,79489,28.28270839,8502,82.2350942,2021,2022
378,98,10093,2061,36618,1150,0,9364,18881,1601,2019,71,79768,28.65493068,8503,82.54734907,2021,2022
379,99,0,0,60388,284,0,2252,16798,126,2019,72,79848,28.74779829,8504,82.42759305,2021,2022
380,100,468,0,66073,0,0,956,12161,107,2019,73,79765,28.64667388,8505,82.27827949,2021,2022
381,101,0,44,65904,2,0,3889,9985,0,2019,74,79824,28.7427801,8506,82.33413209,2021,2022
382,102,646,0,56405,0,0,2695,19981,0,2019,75,79727,28.5928957,8507,82.30676418,2021,2022
383,103,3839,0,63675,1,0,1468,10725,0,2019,76,79708,28.59293476,8508,82.44021013,2021,2022
384,104,870,0,61832,0,0,2069,15004,0,2019,77,79775,28.67594476,8509,82.37699587,2021,2022
385,105,160,0,44332,144,0,1209,34127,542,2020,57,80530,29.63516342,8488,82.03426418,2021,2022
386,106,259,117,22451,3697,0,574,52465,700,2020,58,80263,29.29731781,8489,81.77470697,2021,2022
387,107,4970,6,60260,0,0,2816,11545,0,2020,59,79597,28.43310642,8491,82.18830607,2021,2022
388,108,2294,257,45379,2610,0,2963,26479,124,2020,60,80106,29.10209617,8492,81.78451234,2021,2022
389,109,2219,0,57018,1,0,4174,16168,53,2020,61,79633,28.47690535,8493,82.33390362,2021,2022
390,110,1159,0,71440,0,0,2273,4833,0,2020,62,79705,28.56316572,8494,82.19040767,2021,2022
391,111,2185,0,68166,23,0,756,8535,0,2020,63,79665,28.53742552,8495,82.32043789,2021,2022
392,112,1343,0,71339,0,0,193,6778,0,2020,64,79653,28.4954865,8496,82.1508874,2021,2022
393,113,242,0,62394,0,0,7181,9887,0,2020,65,79704,28.59394086,8497,82.29118112,2021,2022
394,114,2439,737,68579,22,0,3852,3838,32,2020,66,79499,28.29715563,8498,82.02757741,2021,2022
395,115,317,55,74499,11,0,1915,1820,928,2020,67,79545,28.36039218,8499,81.84661675,2021,2022
396,116,5077,0,57511,126,0,5312,11438,214,2020,68,79678,28.52765285,8500,81.97148351,2021,2022
397,117,12000,0,41120,219,0,3885,22574,9,2020,69,79807,28.69924386,8501,82.44427857,2021,2022
398,118,7429,1374,59561,280,0,5052,5060,733,2020,70,79489,28.28270839,8502,82.2350942,2021,2022
399,119,12260,1982,33485,1368,0,9524,19346,1803,2020,71,79768,28.65493068,8503,82.54734907,2021,2022
400,120,0,0,60613,548,0,1900,16572,215,2020,72,79848,28.74779829,8504,82.42759305,2021,2022
401,121,687,0,65525,2,0,2140,11305,106,2020,73,79765,28.64667388,8505,82.27827949,2021,2022
402,122,72,0,65415,145,0,5463,8681,48,2020,74,79824,28.7427801,8506,82.33413209,2021,2022
403,123,862,0,53981,6,0,3580,21298,0,2020,75,79727,28.5928957,8507,82.30676418,2021,2022
404,124,3578,0,62143,12,0,1987,11988,0,2020,76,79708,28.59293476,8508,82.44021013,2021,2022
405,125,1153,0,60622,37,0,2253,15710,0,2020,77,79775,28.67594476,8509,82.37699587,2021,2022
406,126,175,0,48181,209,0,639,30909,417,2021,57,80530,29.63516342,8488,82.03426418,2021,2022
407,127,220,243,29262,1829,0,1068,46442,1199,2021,58,80263,29.29731781,8489,81.77470697,2021,2022
408,128,3563,32,62297,0,0,2994,10711,0,2021,59,79597,28.43310642,8491,82.18830607,2021,2022
409,129,2340,67,50134,903,0,4372,22016,243,2021,60,80106,29.10209617,8492,81.78451234,2021,2022
410,130,2201,0,59181,0,0,3365,14846,40,2021,61,79633,28.47690535,8493,82.33390362,2021,2022
411,131,1181,0,70438,0,0,2678,5408,0,2021,62,79705,28.56316572,8494,82.19040767,2021,2022
412,132,1942,0,68890,25,0,473,8335,0,2021,63,79665,28.53742552,8495,82.32043789,2021,2022
413,133,1127,4,71733,29,0,184,6576,0,2021,64,79653,28.4954865,8496,82.1508874,2021,2022
414,134,166,0,63283,0,0,6425,9830,0,2021,65,79704,28.59394086,8497,82.29118112,2021,2022
415,135,2728,746,67052,0,0,4686,4243,44,2021,66,79499,28.29715563,8498,82.02757741,2021,2022
416,136,385,31,72291,0,0,3476,3124,238,2021,67,79545,28.36039218,8499,81.84661675,2021,2022
417,137,3964,3,55368,0,0,8349,11882,112,2021,68,79678,28.52765285,8500,81.97148351,2021,2022
418,138,11891,4,42967,123,0,3498,21321,3,2021,69,79807,28.69924386,8501,82.44427857,2021,2022
419,139,6425,1096,58318,15,18,8500,4486,631,2021,70,79489,28.28270839,8502,82.2350942,2021,2022
420,140,10930,1960,33576,547,0,8943,22310,1502,2021,71,79768,28.65493068,8503,82.54734907,2021,2022
421,141,0,3,60827,400,0,1701,16725,192,2021,72,79848,28.74779829,8504,82.42759305,2021,2022
422,142,475,2,65576,0,0,1025,12567,120,2021,73,79765,28.64667388,8505,82.27827949,2021,2022
423,143,402,37,65567,0,0,2399,11411,8,2021,74,79824,28.7427801,8506,82.33413209,2021,2022
424,144,427,0,55307,0,0,2860,21133,0,2021,75,79727,28.5928957,8507,82.30676418,2021,2022
425,145,2724,12,64443,0,0,1357,11172,0,2021,76,79708,28.59293476,8508,82.44021013,2021,2022
426,146,1020,0,59874,31,0,855,17995,0,2021,77,79775,28.67594476,8509,82.37699587,2021,2022
427,0,806,475,58966,6101,0,1090,6901,126,2015,79,74465,28.67255327,8511,82.35910517,2021,2022
428,1,659,180,53617,499,0,2387,22265,160,2016,79,79767,28.67255327,8511,82.35910517,2021,2022
429,2,1038,180,50783,214,0,2353,25038,161,2017,79,79767,28.67255327,8511,82.35910517,2021,2022
430,3,1098,194,49366,118,0,1733,27109,149,2018,79,79767,28.67255327,8511,82.35910517,2021,2022
431,4,1575,243,50671,227,0,2341,24636,74,2019,79,79767,28.67255327,8511,82.35910517,2021,2022
432,5,2220,228,49646,375,0,2089,25133,76,2020,79,79767,28.67255327,8511,82.35910517,2021,2022
433,6,1142,258,49022,44,0,883,28330,88,2021,79,79767,28.67255327,8511,82.35910517,2021,2022
434,0,612,493,66465,511,0,231,11407,0,2015,81,79719,28.56879968,8513,82.50581603,2021,2022
435,1,509,6,28156,1178,0,205,3977,0,2015,82,34031,28.62086345,8514,82.39017493,2021,2022
436,2,352,544,60883,610,0,1298,16153,0,2015,83,79840,28.75512988,8515,82.3851329,2021,2022
437,3,423,0,72756,970,12,2058,3099,143,2015,84,79971,28.9088271,8516,81.10035311,2021,2022
438,4,2564,0,74487,51,0,956,1521,0,2015,85,79919,28.85439162,8517,81.23458925,2021,2022
439,5,107,0,10418,202,0,1368,4454,0,2015,86,16549,28.51365111,8518,82.05146837,2021,2022
440,6,798,490,57588,21,2,1124,611,2199,2015,87,62833,28.55560503,8519,81.74006709,2021,2022
441,7,990,0,61828,414,0,4795,11604,88,2016,81,79719,28.56879968,8513,82.50581603,2021,2022
442,8,1241,0,59561,233,0,808,17898,0,2016,82,79741,28.62086345,8514,82.39017493,2021,2022
443,9,250,0,56423,168,0,7641,15354,4,2016,83,79840,28.75512988,8515,82.3851329,2021,2022
444,10,172,0,71483,74,0,4897,3345,0,2016,84,79971,28.9088271,8516,81.10035311,2021,2022
445,11,1900,0,69625,0,0,6482,1912,0,2016,85,79919,28.85439162,8517,81.23458925,2021,2022
446,12,679,61,52026,214,0,8098,18577,5,2016,86,79660,28.51365111,8518,82.05146837,2021,2022
447,13,783,199,66374,86,0,2328,7748,2174,2016,87,79692,28.55560503,8519,81.74006709,2021,2022
448,14,829,0,61903,28,0,2875,14065,19,2017,81,79719,28.56879968,8513,82.50581603,2021,2022
449,15,1634,0,59006,0,0,483,18618,0,2017,82,79741,28.62086345,8514,82.39017493,2021,2022
450,16,215,0,54613,121,0,7466,17424,1,2017,83,79840,28.75512988,8515,82.3851329,2021,2022
451,17,203,0,71614,161,0,3191,4802,0,2017,84,79971,28.9088271,8516,81.10035311,2021,2022
452,18,1892,0,69737,0,31,5721,2538,0,2017,85,79919,28.85439162,8517,81.23458925,2021,2022
453,19,980,101,49594,42,0,5315,23602,26,2017,86,79660,28.51365111,8518,82.05146837,2021,2022
454,20,925,237,69864,0,0,993,5842,1831,2017,87,79692,28.55560503,8519,81.74006709,2021,2022
455,21,947,0,60267,70,0,3691,14725,19,2018,81,79719,28.56879968,8513,82.50581603,2021,2022
456,22,1642,0,59005,0,0,385,18709,0,2018,82,79741,28.62086345,8514,82.39017493,2021,2022
457,23,458,0,54704,43,0,9607,15026,2,2018,83,79840,28.75512988,8515,82.3851329,2021,2022
458,24,197,0,70579,91,0,4070,5034,0,2018,84,79971,28.9088271,8516,81.10035311,2021,2022
459,25,1767,0,68939,2,0,7309,1902,0,2018,85,79919,28.85439162,8517,81.23458925,2021,2022
460,26,778,34,53040,70,0,7493,18245,0,2018,86,79660,28.51365111,8518,82.05146837,2021,2022
461,27,1158,175,70091,0,0,1169,5321,1778,2018,87,79692,28.55560503,8519,81.74006709,2021,2022
462,28,1791,0,61715,31,0,2199,13940,43,2019,81,79719,28.56879968,8513,82.50581603,2021,2022
463,29,1795,0,59839,0,0,243,17864,0,2019,82,79741,28.62086345,8514,82.39017493,2021,2022
464,30,911,0,58214,44,0,5767,14902,2,2019,83,79840,28.75512988,8515,82.3851329,2021,2022
465,31,214,0,71607,300,0,2216,5634,0,2019,84,79971,28.9088271,8516,81.10035311,2021,2022
466,32,1633,0,70055,102,0,5733,2396,0,2019,85,79919,28.85439162,8517,81.23458925,2021,2022
467,33,1201,49,49173,96,0,8147,20994,0,2019,86,79660,28.51365111,8518,82.05146837,2021,2022
468,34,1490,240,67633,0,0,921,7565,1843,2019,87,79692,28.55560503,8519,81.74006709,2021,2022
469,35,2685,0,60795,148,0,3979,11962,150,2020,81,79719,28.56879968,8513,82.50581603,2021,2022
470,36,2797,0,57895,7,0,327,18715,0,2020,82,79741,28.62086345,8514,82.39017493,2021,2022
471,37,2069,0,56060,73,0,8501,13137,0,2020,83,79840,28.75512988,8515,82.3851329,2021,2022
472,38,244,0,72590,725,0,1497,4915,0,2020,84,79971,28.9088271,8516,81.10035311,2021,2022
473,39,2124,0,69550,296,0,5910,2039,0,2020,85,79919,28.85439162,8517,81.23458925,2021,2022
474,40,1898,0,54180,150,0,5456,17969,7,2020,86,79660,28.51365111,8518,82.05146837,2021,2022
475,41,1741,404,70974,4,0,1037,4118,1414,2020,87,79692,28.55560503,8519,81.74006709,2021,2022
476,42,1925,0,63068,35,0,1790,12760,141,2021,81,79719,28.56879968,8513,82.50581603,2021,2022
477,43,1726,0,60070,0,0,94,17851,0,2021,82,79741,28.62086345,8514,82.39017493,2021,2022
478,44,2684,0,58768,66,0,5513,12801,8,2021,83,79840,28.75512988,8515,82.3851329,2021,2022
479,45,247,0,71513,72,0,2919,5220,0,2021,84,79971,28.9088271,8516,81.10035311,2021,2022
480,46,1988,0,69142,15,0,6723,2051,0,2021,85,79919,28.85439162,8517,81.23458925,2021,2022
481,47,2215,329,54891,243,0,8115,13867,0,2021,86,79660,28.51365111,8518,82.05146837,2021,2022
482,48,1137,309,68759,0,0,2496,5835,1156,2021,87,79692,28.55560503,8519,81.74006709,2021,2022
483,0,104,156,62823,650,0,115,16725,0,2015,89,80573,29.68423507,8521,80.44127416,2021,2022
484,1,1950,0,57677,349,3,465,948,98,2015,90,61923,28.84146201,8522,81.32735657,2021,2022
485,2,142,16,61248,168,0,23,18905,56,2016,89,80573,29.68423507,8521,80.44127416,2021,2022
486,3,3254,0,67884,211,0,7017,1551,0,2016,90,79917,28.84146201,8522,81.32735657,2021,2022
487,4,242,5,60321,0,0,6,19994,5,2017,89,80573,29.68423507,8521,80.44127416,2021,2022
488,5,4171,0,65006,10,81,8635,2014,0,2017,90,79917,28.84146201,8522,81.32735657,2021,2022
489,6,66,15,60273,0,0,39,20164,3,2018,89,80573,29.68423507,8521,80.44127416,2021,2022
490,7,5079,0,62599,0,0,10975,1264,0,2018,90,79917,28.84146201,8522,81.32735657,2021,2022
491,8,111,0,60932,0,0,16,19509,5,2019,89,80573,29.68423507,8521,80.44127416,2021,2022
492,9,5541,0,65008,0,0,8095,1273,0,2019,90,79917,28.84146201,8522,81.32735657,2021,2022
493,10,305,0,59541,23,0,10,20618,49,2020,89,80573,29.68423507,8521,80.44127416,2021,2022
494,11,5926,0,63992,5,3,8723,1260,8,2020,90,79917,28.84146201,8522,81.32735657,2021,2022
495,12,109,130,64214,0,0,139,15952,28,2021,89,80573,29.68423507,8521,80.44127416,2021,2022
496,13,4898,0,63909,0,0,9878,1225,7,2021,90,79917,28.84146201,8522,81.32735657,2021,2022
497,0,0,340,38869,2762,0,200,7978,4177,2015,92,54326,28.79416477,8524,82.69537361,2021,2022
498,1,1756,1694,55191,787,0,0,19754,0,2015,93,79182,27.87557131,8525,83.71229707,2021,2022
499,2,4,0,49253,21531,0,2,9002,0,2015,94,79792,28.68074647,8526,82.7989344,2021,2022
500,3,26,259,60805,7632,0,245,10742,0,2015,95,79709,28.58041959,8527,82.69521141,2021,2022
501,4,0,0,10914,66,0,0,89,0,2015,96,11069,28.53341598,8528,82.75260701,2021,2022
502,5,178,1103,59671,1740,106,111,16074,676,2015,97,79702,28.58306007,8529,82.78111061,2021,2022
503,6,672,2530,68730,123,0,0,7131,0,2015,98,79186,27.87153496,8530,83.75668913,2021,2022
504,7,1956,41,62348,197,0,1925,12698,0,2015,99,79165,27.8282532,8531,83.68061528,2021,2022
505,8,19,598,61437,6312,0,592,10721,0,2015,100,79679,28.5456909,8532,82.64531606,2021,2022
506,9,6653,7455,39246,320,6,14394,6799,4299,2015,101,79173,27.87075974,8533,83.94377507,2021,2022
507,10,0,0,47254,3510,0,5899,17974,2425,2016,92,77062,28.79416477,8524,82.69537361,2021,2022
508,11,2317,0,67447,1001,0,336,8081,0,2016,93,79182,27.87557131,8525,83.71229707,2021,2022
509,12,310,0,35336,8906,0,1168,33454,618,2016,94,79792,28.68074647,8526,82.7989344,2021,2022
510,13,362,0,56512,120,0,8183,14273,259,2016,95,79709,28.58041959,8527,82.69521141,2021,2022
511,14,1,0,61795,265,0,3191,13956,470,2016,96,79678,28.53341598,8528,82.75260701,2021,2022
512,15,472,185,40773,478,0,6048,21766,4601,2016,97,74342,28.58306007,8529,82.78111061,2021,2022
513,16,644,0,75747,172,0,272,2351,0,2016,98,79186,27.87153496,8530,83.75668913,2021,2022
514,17,2229,0,66765,802,0,2597,6772,0,2016,99,79165,27.8282532,8531,83.68061528,2021,2022
515,18,73,0,49474,52,0,1365,28015,700,2016,100,79679,28.5456909,8532,82.64531606,2021,2022
516,19,5868,8896,50481,191,5,8208,1747,3777,2016,101,79173,27.87075974,8533,83.94377507,2021,2022
517,20,0,1,55743,1467,0,642,17522,4494,2017,92,79869,28.79416477,8524,82.69537361,2021,2022
518,21,2365,26,63563,493,0,16,12719,0,2017,93,79182,27.87557131,8525,83.71229707,2021,2022
519,22,185,0,38728,2551,0,1102,36460,766,2017,94,79792,28.68074647,8526,82.7989344,2021,2022
520,23,403,0,55959,65,0,6002,17044,236,2017,95,79709,28.58041959,8527,82.69521141,2021,2022
521,24,0,0,68353,123,0,1262,9792,148,2017,96,79678,28.53341598,8528,82.75260701,2021,2022
522,25,123,487,48726,262,0,3588,25689,827,2017,97,79702,28.58306007,8529,82.78111061,2021,2022
523,26,762,28,73356,48,0,387,4605,0,2017,98,79186,27.87153496,8530,83.75668913,2021,2022
524,27,3008,0,63515,150,0,2199,10293,0,2017,99,79165,27.8282532,8531,83.68061528,2021,2022
