,Unnamed: 0,built,water,tree,grass,flooded_veg,crop,shrub,bare,year,bridgeId,totalPixels,Latitude,S.No,Longitude,start_year,end_year
789,40,4698,0,43001,1,0,1335,30181,336,2019,137,79552,28.3668984,8572,83.13118621,2021,2022
790,41,934,106,68867,133,0,1964,7352,0,2019,138,79356,28.13300964,8573,83.45802233,2021,2022
791,42,1786,5,40188,186,0,5929,31246,220,2019,139,79560,28.39271703,8574,83.03088439,2021,2022
792,43,865,0,60603,76,0,2787,15011,228,2019,140,79570,28.39721086,8575,83.26028459,2021,2022
793,44,0,0,76920,13,0,127,2446,0,2019,141,79506,28.30917642,8576,83.44374715,2021,2022
794,45,1600,1957,47076,244,0,4057,22951,1776,2020,133,79661,28.50532928,8568,83.01855489,2021,2022
795,46,2075,1337,64434,35,0,555,10753,333,2020,134,79522,28.30829477,8569,83.17278555,2021,2022
796,47,4019,1,41445,79,0,4444,29239,356,2020,135,79583,28.39781418,8570,83.08592627,2021,2022
797,48,6556,1,68471,1000,0,960,2496,37,2020,136,79521,28.32815722,8571,83.97788911,2021,2022
798,49,5372,17,42857,89,0,1554,29144,519,2020,137,79552,28.3668984,8572,83.13118621,2021,2022
799,50,883,10,67172,59,0,2182,9050,0,2020,138,79356,28.13300964,8573,83.45802233,2021,2022
800,51,2418,33,40975,1145,0,5413,29284,292,2020,139,79560,28.39271703,8574,83.03088439,2021,2022
801,52,1243,0,62944,259,0,3424,11496,204,2020,140,79570,28.39721086,8575,83.26028459,2021,2022
802,53,0,0,76079,2,0,460,2965,0,2020,141,79506,28.30917642,8576,83.44374715,2021,2022
803,54,1609,1672,48980,231,0,4705,20596,1868,2021,133,79661,28.50532928,8568,83.01855489,2021,2022
804,55,2290,1214,63892,8,0,483,11201,432,2021,134,79522,28.30829477,8569,83.17278555,2021,2022
805,56,2945,38,40656,195,0,5863,29602,284,2021,135,79583,28.39781418,8570,83.08592627,2021,2022
806,57,6684,18,69465,15,0,1566,1772,1,2021,136,79521,28.32815722,8571,83.97788911,2021,2022
807,58,4564,11,42698,99,0,1893,29948,339,2021,137,79552,28.3668984,8572,83.13118621,2021,2022
808,59,1368,3,67666,114,0,978,9227,0,2021,138,79356,28.13300964,8573,83.45802233,2021,2022
809,60,1898,55,40568,1055,0,6630,29276,78,2021,139,79560,28.39271703,8574,83.03088439,2021,2022
810,61,1004,0,60906,55,0,2950,14510,145,2021,140,79570,28.39721086,8575,83.26028459,2021,2022
811,62,0,0,75984,44,0,349,3129,0,2021,141,79506,28.30917642,8576,83.44374715,2021,2022
812,0,0,0,5806,0,0,0,80,0,2015,149,5886,27.95605272,8586,84.79224956,2021,2022
813,1,3025,5375,50377,206,0,1681,18550,0,2015,150,79214,27.92418742,8587,84.1776855,2021,2022
814,2,640,865,59496,143,29,1996,14824,239,2015,151,78281,27.42980316,8588,85.34690574,2021,2022
815,3,5362,1371,46549,604,68,2357,22624,3,2015,152,78938,27.52127706,8589,85.68186195,2021,2022
816,4,75,8,56266,11,0,86,22427,0,2015,153,78873,27.44021687,8590,85.5170715,2021,2022
817,5,9291,10,48920,13,0,9112,11643,0,2015,154,78989,27.60730086,8591,85.65839233,2021,2022
818,6,186,1608,35110,1960,20,3075,6215,502,2015,155,48737,28.90898277,8592,81.6468272,2021,2022
819,7,671,42,72171,33,0,637,1450,1465,2015,156,76505,28.48079756,8593,81.8531539,2021,2022
820,8,966,0,40952,3104,88,2766,23083,258,2015,157,71243,28.80141771,8594,82.05718585,2021,2022
821,9,12,0,39288,9440,0,0,288,0,2015,158,49028,28.91570614,8595,82.44339611,2021,2022
822,10,954,0,73848,1624,0,677,1999,444,2015,159,79546,28.35968669,8596,81.95765268,2021,2022
823,11,532,242,2369,801,0,2868,516,1254,2015,160,8582,29.25258429,8597,82.13799457,2021,2022
824,12,1203,5,75248,401,0,220,2163,0,2016,149,79240,27.95605272,8586,84.79224956,2021,2022
825,13,2312,195,69250,3712,0,1136,2466,37,2016,150,79214,27.92418742,8587,84.1776855,2021,2022
826,14,916,1811,64834,144,0,2509,8355,292,2016,151,78861,27.42980316,8588,85.34690574,2021,2022
827,15,6544,410,46371,958,176,3814,20291,374,2016,152,78938,27.52127706,8589,85.68186195,2021,2022
828,16,289,0,59330,898,0,775,17581,0,2016,153,78873,27.44021687,8590,85.5170715,2021,2022
829,17,9330,0,51474,167,0,12996,5022,0,2016,154,78989,27.60730086,8591,85.65839233,2021,2022
830,18,319,1846,48156,1385,119,15358,12049,731,2016,155,79963,28.90898277,8592,81.6468272,2021,2022
831,19,576,29,71381,65,0,512,5711,1353,2016,156,79627,28.48079756,8593,81.8531539,2021,2022
832,20,155,0,37518,655,0,6993,34002,557,2016,157,79880,28.80141771,8594,82.05718585,2021,2022
833,21,0,0,35965,420,0,2156,13179,5,2016,158,51725,28.91570614,8595,82.44339611,2021,2022
834,22,970,0,64246,98,0,528,13447,257,2016,159,79546,28.35968669,8596,81.95765268,2021,2022
835,23,3958,2683,41415,22203,0,1482,7628,851,2016,160,80220,29.25258429,8597,82.13799457,2021,2022
836,24,1475,0,73211,88,0,301,4165,0,2017,149,79240,27.95605272,8586,84.79224956,2021,2022
837,25,3658,1376,59449,580,0,1873,12278,0,2017,150,79214,27.92418742,8587,84.1776855,2021,2022
838,26,1495,1460,63506,109,0,2740,9207,344,2017,151,78861,27.42980316,8588,85.34690574,2021,2022
839,27,7112,433,44021,462,18,3394,23001,497,2017,152,78938,27.52127706,8589,85.68186195,2021,2022
840,28,559,0,59428,109,0,351,18426,0,2017,153,78873,27.44021687,8590,85.5170715,2021,2022
841,29,10527,0,50494,11,0,9990,7967,0,2017,154,78989,27.60730086,8591,85.65839233,2021,2022
842,30,170,1866,47776,952,214,10066,17930,989,2017,155,79963,28.90898277,8592,81.6468272,2021,2022
843,31,898,21,69070,0,0,221,8028,1389,2017,156,79627,28.48079756,8593,81.8531539,2021,2022
844,32,172,0,36774,187,0,4841,37634,272,2017,157,79880,28.80141771,8594,82.05718585,2021,2022
845,33,0,0,36975,1008,0,1041,12681,20,2017,158,51725,28.91570614,8595,82.44339611,2021,2022
846,34,922,15,61444,96,0,295,16516,258,2017,159,79546,28.35968669,8596,81.95765268,2021,2022
847,35,4813,2711,35467,14067,0,5507,15975,1680,2017,160,80220,29.25258429,8597,82.13799457,2021,2022
848,36,1212,0,75112,38,0,535,2343,0,2018,149,79240,27.95605272,8586,84.79224956,2021,2022
849,37,3205,79,63728,80,0,4337,7785,0,2018,150,79214,27.92418742,8587,84.1776855,2021,2022
850,38,1552,1278,62704,18,0,2910,10147,252,2018,151,78861,27.42980316,8588,85.34690574,2021,2022
851,39,7920,142,46932,293,1,4724,18372,554,2018,152,78938,27.52127706,8589,85.68186195,2021,2022
852,40,524,0,58086,7,0,141,20115,0,2018,153,78873,27.44021687,8590,85.5170715,2021,2022
853,41,11747,0,49350,0,0,10449,7443,0,2018,154,78989,27.60730086,8591,85.65839233,2021,2022
854,42,421,1698,45088,216,161,16442,14836,1101,2018,155,79963,28.90898277,8592,81.6468272,2021,2022
855,43,994,4,69015,0,0,260,7874,1480,2018,156,79627,28.48079756,8593,81.8531539,2021,2022
856,44,203,0,37282,115,0,5445,36714,121,2018,157,79880,28.80141771,8594,82.05718585,2021,2022
857,45,0,0,36344,468,0,1676,13105,132,2018,158,51725,28.91570614,8595,82.44339611,2021,2022
858,46,908,4,64169,42,0,114,14062,247,2018,159,79546,28.35968669,8596,81.95765268,2021,2022
859,47,4912,2862,35916,14171,0,4339,16648,1372,2018,160,80220,29.25258429,8597,82.13799457,2021,2022
860,48,1703,0,72662,62,0,1808,3002,3,2019,149,79240,27.95605272,8586,84.79224956,2021,2022
861,49,3311,14,59158,233,0,9307,7191,0,2019,150,79214,27.92418742,8587,84.1776855,2021,2022
862,50,2152,1635,60941,8,0,2565,10927,633,2019,151,78861,27.42980316,8588,85.34690574,2021,2022
863,51,10211,692,46552,377,7,3551,16708,840,2019,152,78938,27.52127706,8589,85.68186195,2021,2022
864,52,575,0,54688,2,0,157,23451,0,2019,153,78873,27.44021687,8590,85.5170715,2021,2022
865,53,12790,0,47553,0,0,12075,6571,0,2019,154,78989,27.60730086,8591,85.65839233,2021,2022
866,54,637,1795,50330,255,127,10661,15444,714,2019,155,79963,28.90898277,8592,81.6468272,2021,2022
867,55,796,2,66754,0,0,335,10266,1474,2019,156,79627,28.48079756,8593,81.8531539,2021,2022
868,56,195,0,41722,116,0,4547,33066,234,2019,157,79880,28.80141771,8594,82.05718585,2021,2022
869,57,0,0,42450,1838,0,862,13571,152,2019,158,58873,28.91570614,8595,82.44339611,2021,2022
870,58,957,11,61607,2,0,123,16696,150,2019,159,79546,28.35968669,8596,81.95765268,2021,2022
871,59,3625,3346,30722,5759,4674,1694,18580,11820,2019,160,80220,29.25258429,8597,82.13799457,2021,2022
872,60,1619,0,73772,97,0,881,2871,0,2020,149,79240,27.95605272,8586,84.79224956,2021,2022
873,61,3572,4,60273,522,0,7925,6918,0,2020,150,79214,27.92418742,8587,84.1776855,2021,2022
874,62,2516,1768,60749,4,1,2368,10138,1317,2020,151,78861,27.42980316,8588,85.34690574,2021,2022
875,63,9772,676,48491,1048,0,1722,15579,1650,2020,152,78938,27.52127706,8589,85.68186195,2021,2022
876,64,597,0,57469,66,0,82,20659,0,2020,153,78873,27.44021687,8590,85.5170715,2021,2022
877,65,13072,0,49878,27,0,10528,5484,0,2020,154,78989,27.60730086,8591,85.65839233,2021,2022
878,66,604,1979,53126,2186,68,10089,11342,569,2020,155,79963,28.90898277,8592,81.6468272,2021,2022
879,67,1148,0,70184,0,0,593,6468,1234,2020,156,79627,28.48079756,8593,81.8531539,2021,2022
880,68,155,0,41644,403,0,4359,32833,486,2020,157,79880,28.80141771,8594,82.05718585,2021,2022
881,69,10,0,60465,7208,0,1398,10872,6,2020,158,79959,28.91570614,8595,82.44339611,2021,2022
882,70,1124,6,67710,65,0,117,10459,65,2020,159,79546,28.35968669,8596,81.95765268,2021,2022
883,71,5018,2912,34758,7261,325,5536,19591,4819,2020,160,80220,29.25258429,8597,82.13799457,2021,2022
884,72,1362,0,74363,12,0,752,2740,5,2021,149,79240,27.95605272,8586,84.79224956,2021,2022
885,73,4032,788,61719,586,0,5110,6946,33,2021,150,79214,27.92418742,8587,84.1776855,2021,2022
886,74,2452,1760,61396,1,0,3082,9202,968,2021,151,78861,27.42980316,8588,85.34690574,2021,2022
887,75,8311,780,50847,682,2,2330,15144,842,2021,152,78938,27.52127706,8589,85.68186195,2021,2022
888,76,434,0,57802,0,0,122,20515,0,2021,153,78873,27.44021687,8590,85.5170715,2021,2022
889,77,11359,0,52320,50,0,10238,5022,0,2021,154,78989,27.60730086,8591,85.65839233,2021,2022
890,78,1081,1806,47693,117,82,18977,9524,683,2021,155,79963,28.90898277,8592,81.6468272,2021,2022
891,79,1134,11,68970,0,0,624,7890,998,2021,156,79627,28.48079756,8593,81.8531539,2021,2022
892,80,102,0,42092,318,0,5358,31934,76,2021,157,79880,28.80141771,8594,82.05718585,2021,2022
893,81,8,0,59275,2912,0,938,16814,12,2021,158,79959,28.91570614,8595,82.44339611,2021,2022
894,82,1250,0,60996,0,0,297,16999,4,2021,159,79546,28.35968669,8596,81.95765268,2021,2022
895,83,5334,2873,35598,1201,7,8633,19424,7150,2021,160,80220,29.25258429,8597,82.13799457,2021,2022
896,0,1215,0,34894,3805,0,13078,22377,5268,2015,165,80637,29.81186463,8602,81.96150322,2021,2022
897,1,39,2700,33687,702,0,3044,22882,382,2015,166,63446,29.77328968,8603,81.9278406,2021,2022
898,2,2131,5667,45864,5306,0,2831,8908,3511,2015,167,74218,28.57207629,8604,81.99601228,2021,2022
899,3,610,0,37153,8900,0,3780,28776,1439,2016,165,80658,29.81186463,8602,81.96150322,2021,2022
900,4,0,2682,50590,990,0,27,25389,967,2016,166,80645,29.77328968,8603,81.9278406,2021,2022
901,5,1110,5349,42829,879,0,3273,22128,4148,2016,167,79716,28.57207629,8604,81.99601228,2021,2022
902,6,515,0,35637,12579,0,2427,28162,1317,2017,165,80637,29.81186463,8602,81.96150322,2021,2022
903,7,0,2842,51508,916,0,24,25217,138,2017,166,80645,29.77328968,8603,81.9278406,2021,2022
904,8,1117,5223,44555,570,0,2109,21782,4360,2017,167,79716,28.57207629,8604,81.99601228,2021,2022
905,9,793,0,32596,2195,0,5237,37115,2722,2018,165,80658,29.81186463,8602,81.96150322,2021,2022
906,10,0,2714,49364,143,0,123,27914,387,2018,166,80645,29.77328968,8603,81.9278406,2021,2022
907,11,1256,5246,43523,542,0,3423,21404,4322,2018,167,79716,28.57207629,8604,81.99601228,2021,2022
908,12,946,0,31047,841,0,3054,41233,3516,2019,165,80637,29.81186463,8602,81.96150322,2021,2022
909,13,0,2860,43565,285,0,234,33399,302,2019,166,80645,29.77328968,8603,81.9278406,2021,2022
910,14,1407,5689,41947,471,0,2995,23284,3923,2019,167,79716,28.57207629,8604,81.99601228,2021,2022
911,15,1013,0,32811,2501,0,5165,36422,2746,2020,165,80658,29.81186463,8602,81.96150322,2021,2022
912,16,47,2847,43281,980,0,201,32993,296,2020,166,80645,29.77328968,8603,81.9278406,2021,2022
913,17,2185,5400,48819,1488,0,3677,14235,3912,2020,167,79716,28.57207629,8604,81.99601228,2021,2022
914,18,897,0,34210,6654,0,3147,35234,516,2021,165,80658,29.81186463,8602,81.96150322,2021,2022
915,19,32,2726,51451,155,0,349,25677,255,2021,166,80645,29.77328968,8603,81.9278406,2021,2022
916,20,2084,5196,48813,1141,0,3271,15095,4116,2021,167,79716,28.57207629,8604,81.99601228,2021,2022
